DeployID,Ptt,Received,LocationQuality,Latitude,Longitude,Transmits,BattVoltage,TransmitCurrent,Temperature
20992,80435,04/09/2010 19:41,1,71.39299774,-158.2640076,2176,3.248,0.22,6.42
20992,80435,04/09/2010 20:54,0,71.38600159,-158.4470062,2176,3.28,0.252,13.26
20992,80435,04/09/2010 21:06,1,71.40100098,-158.2769928,2176,3.296,0.24,15.04
20992,80435,04/10/2010 18:11,2,71.41600037,-158.1699982,2176,3.216,0.244,4.09
20992,80435,04/10/2010 19:12,1,71.43699646,-158.1679993,2176,3.232,0.24,5.21
20992,80435,04/10/2010 19:48,0,71.52999878,-158.125,2432,3.296,0.24,13.35
20992,80435,04/10/2010 20:49,0,71.41699982,-158.1130066,2432,3.248,0.248,9.24
20992,80435,04/10/2010 21:01,0,71.37999725,-158.0729981,2432,3.232,0.24,6.26
20992,80435,04/11/2010 19:20,1,71.60099792,-158.0359955,2432,3.312,0.248,18.79
20992,80435,04/11/2010 19:32,3,71.59100342,-157.9850006,2432,3.312,0.228,18.25
20992,80435,04/11/2010 20:45,1,71.60199738,-157.9900055,2688,3.296,0.244,17.55
20992,80435,04/11/2010 20:57,2,71.60800171,-157.9750061,2688,3.328,0.244,21.16
20992,80435,04/12/2010 19:03,1,71.63899994,-156.9309998,2688,3.264,0.272,11.11
20992,80435,04/12/2010 19:27,0,71.6269989,-156.9799957,2688,3.296,0.244,13.68
20992,80435,04/12/2010 19:39,1,71.65599823,-156.852005,2688,3.296,0.24,14.02
20992,80435,04/12/2010 20:16,0,71.68299866,-156.7640076,2688,3.264,0.284,11.77
20992,80435,04/12/2010 20:28,0,71.68800354,-157.0590057,2688,3.312,0.224,14.78
20992,80435,04/12/2010 20:52,0,71.65299988,-156.9290009,2688,3.28,0.228,11.94
20992,80435,4/13/2010 18:10,,,,2944,3.28,0.24,12.43
20992,80435,4/13/2010 18:58,,,,2944,3.28,0.272,14.19
20992,80435,4/13/2010 19:10,2,71.6969986,-156.7160034,2944,3.76,0.244,8.99
20992,80435,4/13/2010 20:23,1,71.69799805,-156.6970062,2944,3.312,0.272,18.34
20992,80435,4/13/2010 20:35,2,71.70200348,-156.6990051,2944,3.312,0.248,17.9
20992,80435,4/13/2010 20:59,3,71.6989975,-156.7050018,2944,3.344,0.22,19.51
20992,80435,4/14/2010 18:29,1,71.73200226,-156.7640076,2944,3.264,0.252,10.62
20992,80435,4/14/2010 18:54,1,71.76499939,-156.7409973,2944,3.28,0.264,14.19
20992,80435,4/14/2010 19:30,1,71.7480011,-156.7940064,3200,3.296,0.248,14.53
20992,80435,4/14/2010 19:54,1,71.76200104,-156.7039948,3200,3.296,0.24,14.7
20992,80435,4/14/2010 20:06,2,71.75800323,-156.6970062,3200,3.312,0.252,16.93
20992,80435,4/14/2010 20:18,0,71.80599976,-156.6719971,3200,3.296,0.24,11.94
20992,80435,4/14/2010 20:31,0,71.80599976,-156.6719971,3200,3.248,0.252,7.86
20992,80435,4/14/2010 20:43,1,71.75900269,-156.6779938,3200,3.248,0.284,9.81
20992,80435,4/15/2010 18:25,2,71.93599701,-156.4380035,3200,3.312,0.228,15.38
20992,80435,4/15/2010 18:37,,,,3200,3.312,0.224,15.46
20992,80435,4/15/2010 19:13,1,71.91600037,-156.2720032,3200,3.28,0.252,12.1
20992,80435,4/15/2010 19:25,2,71.93699646,-156.3699951,3200,3.248,0.268,9.56
20992,80435,4/15/2010 20:02,2,71.95400238,-156.3589935,3456,3.248,0.28,10.21
20992,80435,4/15/2010 20:14,1,71.94999695,-156.4880066,3456,3.296,0.224,12.02
20992,80435,4/16/2010 18:20,1,72.17099762,-155.8800049,3456,3.264,0.236,8.91
20992,80435,4/16/2010 19:08,1,72.20899963,-155.8910065,3456,3.248,0.26,9.24
20992,80435,4/16/2010 19:45,0,72.20500183,-155.7630005,3456,3.28,0.228,9.72
20992,80435,4/16/2010 19:57,0,72.17299652,-155.7700043,3456,3.264,0.236,8.99
20992,80435,4/16/2010 20:33,0,72.19100189,-155.9089966,3456,3.28,0.224,10.21
20992,80435,4/17/2010 18:03,B,72.3010025,-156.1069946,3712,3.152,0.26,4.97
20992,80435,4/17/2010 18:27,1,72.26599884,-156.0729981,3712,3.248,0.26,7.86
20992,80435,4/17/2010 18:40,1,72.25299835,-156.0729981,3712,3.232,0.248,5.61
20992,80435,4/17/2010 19:40,1,72.23300171,-156.1329956,3712,3.248,0.288,8.91
20992,80435,4/17/2010 20:17,1,72.19000244,-156.1710053,3712,3.216,0.296,6.42
20992,80435,4/17/2010 21:05,0,72.16500092,-156.052002,3712,3.248,0.268,7.78
20992,80435,4/18/2010 18:11,1,72.02100372,-155.9459992,3712,3.264,0.248,8.75
20992,80435,4/18/2010 18:23,0,71.95800018,-155.6329956,3712,3.28,0.24,14.19
20992,80435,4/18/2010 18:59,2,72.02799988,-155.8990021,3968,3.376,0.2,24.43
20992,80435,4/18/2010 19:36,1,72.02899933,-155.9219971,3968,3.296,0.256,13.94
20992,80435,4/18/2010 19:48,1,72.01599884,-155.9340057,3968,3.296,0.26,15.98
20992,80435,4/18/2010 20:00,1,72.02400208,-155.8549957,3968,3.296,0.26,14.95
20992,80435,4/18/2010 20:36,0,72.01799774,-155.7910004,3968,3.28,0.272,12.6
20992,80435,4/19/2010 18:18,2,72.04199982,-156.1450043,3968,3.264,0.24,8.43
20992,80435,4/19/2010 19:19,1,72.02500153,-156.2550049,3968,3.264,0.236,8.35
20992,80435,4/19/2010 19:31,2,72.00800323,-156.3300018,4224,3.28,0.22,8.91
20992,80435,4/19/2010 19:55,1,71.9960022,-156.2510071,4224,3.296,0.216,9.81
20992,80435,4/20/2010 18:01,2,71.95400238,-156.5110016,4224,3.296,0.256,8.59
20992,80435,4/20/2010 18:14,1,71.9469986,-156.5789948,4224,3.28,0.22,9.81
20992,80435,4/20/2010 19:14,0,71.94000244,-156.4920044,4224,3.28,0.208,6.9
20992,80435,4/20/2010 19:51,1,71.92900085,-156.5200043,4224,3.296,0.212,11.11
20992,80435,4/21/2010 19:34,,,,4480,3.376,0.228,25.94
20992,80435,4/22/2010 18:53,1,71.83300018,-157.2550049,4736,3.312,0.256,15.21
20992,80435,4/22/2010 19:05,2,71.86299896,-157.2250061,4736,3.296,0.26,14.87
20992,80435,4/22/2010 20:06,1,71.85099792,-157.1929932,4736,3.328,0.224,18.43
20992,80435,4/23/2010 18:36,2,71.89399719,-157.199997,4736,3.36,0.26,24.73
20992,80435,4/23/2010 19:12,3,71.90200043,-157.1790009,4992,3.344,0.252,22.48
20992,80435,4/23/2010 19:37,3,71.89600372,-157.1849976,4992,3.312,0.252,16.5
20992,80435,4/23/2010 19:49,2,71.89800262,-157.2089996,4992,3.328,0.252,17.9
20992,80435,4/23/2010 20:25,0,71.90499878,-157.2420044,4992,3.344,0.22,20.88
20992,80435,4/24/2010 18:19,2,71.89299774,-157.276001,4992,3.296,0.252,14.02
20992,80435,4/24/2010 18:31,,,,4992,3.312,0.232,15.63
20992,80435,4/24/2010 19:56,2,71.88899994,-157.2689972,5248,3.28,0.252,12.1
20992,80435,4/24/2010 20:08,1,71.89600372,-157.2630005,5248,3.28,0.26,10.62
20992,80435,4/25/2010 18:15,1,71.88300323,-157.3379974,5248,3.296,0.264,17.37
20992,80435,4/25/2010 18:51,1,71.84400177,-157.2779999,5248,3.296,0.26,16.76
20992,80435,4/25/2010 19:03,3,71.86499786,-157.2460022,5248,3.344,0.224,20.61
20992,80435,4/25/2010 19:52,,,,5248,3.28,0.212,10.13
20992,80435,4/25/2010 20:28,2,71.86399841,-157.2409973,5248,3.328,0.236,17.99
20992,80435,4/25/2010 20:52,1,71.87200165,-157.2369995,5504,3.344,0.264,21.91
20992,80435,4/26/2010 18:10,2,71.875,-157.2559967,5504,3.296,0.276,15.81
20992,80435,4/26/2010 18:46,1,71.8710022,-157.2129974,5504,3.312,0.26,16.67
20992,80435,4/26/2010 19:11,2,71.86499786,-157.2449951,5504,3.312,0.268,17.63
20992,80435,4/27/2010 18:05,A,71.80799866,-157.5180054,5504,3.088,0.292,-11.61
20992,80435,4/27/2010 19:30,1,71.79199982,-157.5330048,5760,3.072,0.316,-7.77
20992,80435,4/27/2010 19:42,3,71.79799652,-157.574997,5760,3.088,0.308,-8.12
20992,80435,4/27/2010 20:07,3,71.8010025,-157.5980072,5760,3.088,0.3,-8.21
20992,80435,4/27/2010 20:31,3,71.7990036,-157.6119995,5760,3.088,0.292,-8.03
20992,80435,4/28/2010 18:25,2,71.78099823,-158.0939941,5760,3.104,0.244,-6.62
20992,80435,4/28/2010 19:26,,,,6016,3.12,0.244,-6.1
20992,80435,4/28/2010 20:02,3,71.77999878,-158.1080017,6016,3.136,0.244,-6.02
20992,80435,4/28/2010 21:03,3,71.77799988,-158.1199951,6016,3.136,0.244,-5.67
20992,80435,4/29/2010 18:08,3,71.83100128,-158.4109955,6016,3.12,0.236,-5.85
20992,80435,4/29/2010 18:57,3,71.83300018,-158.4160004,6016,3.12,0.236,-5.67
20992,80435,4/29/2010 19:09,,,,6016,3.136,0.236,-5.67
20992,80435,4/29/2010 19:45,3,71.83599854,-158.4199982,6016,3.136,0.24,-5.5
20992,80435,4/29/2010 20:34,2,71.83899689,-158.4219971,6272,3.152,0.24,-5.25
20992,80435,4/29/2010 20:46,3,71.83999634,-158.4279938,6272,3.152,0.24,-5.16
20992,80435,4/29/2010 20:58,3,71.83999634,-158.4299927,6272,3.152,0.24,-5.16
20992,80435,4/30/2010 18:52,,,,6272,3.088,0.244,-8.48
20992,80435,4/30/2010 19:04,2,71.91300201,-158.651001,6272,3.104,0.244,-8.3
20992,80435,4/30/2010 19:16,3,71.91300201,-158.6529999,6272,3.104,0.244,-8.3
20992,80435,4/30/2010 19:41,3,71.91400146,-158.6580048,6272,3.104,0.244,-8.12
20992,80435,4/30/2010 20:41,3,71.91500092,-158.6759949,6272,3.12,0.244,-7.59
20992,80435,05/01/2010 18:11,3,71.96600342,-159.2299957,6528,3.072,0.244,-10.39
20992,80435,05/01/2010 19:00,3,71.96499634,-159.246994,6528,3.088,0.244,-10.21
20992,80435,05/01/2010 19:24,3,71.96600342,-159.2590027,6528,3.088,0.244,-10.02
20992,80435,05/01/2010 19:48,3,71.96700287,-159.272995,6528,3.088,0.244,-9.84
20992,80435,05/01/2010 20:25,3,71.96700287,-159.2870026,6528,3.104,0.244,-9.56
20992,80435,05/01/2010 20:37,3,71.96900177,-159.2940064,6528,3.104,0.244,-9.56
20992,80435,05/02/2010 18:31,2,71.99299622,-159.720993,6528,3.072,0.244,-10.3
20992,80435,05/02/2010 18:43,3,71.99099731,-159.7200012,6528,3.072,0.244,-10.11
20992,80435,05/02/2010 19:19,3,71.99199677,-159.7250061,6784,3.088,0.244,-9.84
20992,80435,05/02/2010 20:56,3,71.99199677,-159.7519989,6784,3.104,0.248,-8.84
20992,80435,05/03/2010 18:26,3,71.99500275,-160.0110016,6784,3.088,0.244,-8.48
20992,80435,05/03/2010 18:38,3,71.9940033,-160.0079956,6784,3.088,0.244,-8.39
20992,80435,05/03/2010 19:03,3,71.99199677,-160.0130005,6784,3.104,0.244,-8.21
20992,80435,05/03/2010 19:03,,,,6784,3.104,0.244,-8.21
20992,80435,05/03/2010 19:39,3,71.99299622,-160.0220032,7040,3.104,0.244,-7.94
20992,80435,05/03/2010 19:51,3,71.99199677,-160.0269928,7040,3.104,0.244,-7.77
20992,80435,05/03/2010 20:03,3,71.99299622,-160.0220032,7040,3.12,0.244,-7.68
20992,80435,05/03/2010 20:15,3,71.99199677,-160.0249939,7040,3.12,0.244,-7.59
20992,80435,05/03/2010 20:40,3,71.99199677,-160.0240021,7040,3.12,0.244,-7.41
20992,80435,05/04/2010 18:09,3,71.97699738,-160.1670075,7040,3.088,0.248,-7.85
20992,80435,05/04/2010 18:22,3,71.97799683,-160.1670075,7040,3.088,0.244,-7.77
20992,80435,05/04/2010 18:34,3,71.97599792,-160.1679993,7040,3.088,0.244,-7.77
20992,80435,05/04/2010 18:58,3,71.97699738,-160.1710053,7040,3.104,0.248,-7.68
20992,80435,05/04/2010 19:22,3,71.97499847,-160.1779938,7040,3.104,0.248,-7.59
20992,80435,05/04/2010 19:47,3,71.97499847,-160.177002,7040,3.104,0.248,-7.41
20992,80435,05/04/2010 20:11,3,71.97499847,-160.1799927,7040,3.12,0.248,-2.14
20992,80435,05/04/2010 20:35,3,71.97399902,-160.1799927,7296,3.12,0.248,-7.15
20992,80435,05/04/2010 20:59,3,71.97299957,-160.1849976,7296,3.12,0.248,-6.97
20992,80435,05/05/2010 18:17,3,71.96299744,-160.220993,7296,3.04,0.248,-12.48
20992,80435,05/05/2010 18:41,3,71.96399689,-160.220993,7296,3.04,0.248,-12.19
20992,80435,05/05/2010 19:42,2,71.96299744,-160.223999,7296,3.056,0.252,-11.42
20992,80435,05/05/2010 19:54,3,71.96299744,-160.2230072,7296,3.072,0.252,-11.23
20992,80435,05/05/2010 20:43,3,71.96199799,-160.220993,7296,3.088,0.252,-10.48
20992,80435,05/06/2010 18:37,2,71.96900177,-160.2160034,7552,3.072,0.248,-9.65
20992,80435,05/06/2010 19:25,,,,7552,3.088,0.252,-9.2
20992,80435,05/06/2010 20:14,3,71.97200012,-160.2160034,7552,3.104,0.252,-8.66
20992,80435,05/07/2010 18:20,3,71.98500061,-160.2200012,7552,3.056,0.252,-9.56
20992,80435,05/07/2010 19:21,0,71.97699738,-160.1790009,7808,3.088,0.288,-8.84
20992,80435,05/07/2010 19:33,3,71.98600006,-160.2180023,7808,3.088,0.256,-8.75
20992,80435,05/07/2010 19:57,3,71.98500061,-160.2169952,7808,3.088,0.256,-8.39
20992,80435,05/08/2010 18:15,3,72.04699707,-160.3869934,7808,3.072,0.252,-8.12
20992,80435,05/08/2010 18:40,3,72.04799652,-160.3930054,7808,3.088,0.252,-7.85
20992,80435,05/08/2010 19:04,2,72.0490036,-160.404007,7808,3.088,0.256,-7.68
20992,80435,05/08/2010 19:40,3,72.05000305,-160.4089966,7808,3.104,0.252,-7.24
20992,80435,05/08/2010 19:52,3,72.0490036,-160.4160004,7808,3.104,0.252,-7.15
20992,80435,05/08/2010 20:17,3,72.05200195,-160.4210053,8064,3.104,0.256,-6.89
20992,80435,05/08/2010 20:41,3,72.05200195,-160.4290009,8064,3.12,0.252,-6.71
20992,80435,05/08/2010 21:05,3,72.05400085,-160.4340057,8064,3.12,0.252,-6.45
20992,80435,05/09/2010 18:47,3,72.06800079,-160.779007,8064,3.088,0.256,-7.06
20992,80435,05/09/2010 19:11,3,72.06500244,-160.776001,8064,3.104,0.256,-6.8
20992,80435,05/09/2010 20:36,3,72.06400299,-160.7949982,8064,3.12,0.256,-6.19
20992,80435,05/09/2010 20:48,3,72.06400299,-160.8059998,8064,3.12,0.256,-6.1
20992,80435,05/09/2010 21:01,3,72.06400299,-160.8040009,8320,3.12,0.256,-6.02
20992,80435,05/10/2010 18:43,3,72.03399658,-161.026001,8320,3.088,0.256,-7.59
20992,80435,05/10/2010 18:55,2,72.03600311,-161.0319977,8320,3.088,0.256,-7.5
20992,80435,05/10/2010 19:07,3,72.03199768,-161.0240021,8320,3.088,0.256,-7.41
20992,80435,05/10/2010 19:31,,,,8320,3.104,0.256,-7.24
20992,80435,05/10/2010 20:20,3,72.03099823,-161.0410004,8320,3.104,0.26,-6.89
20992,80435,05/10/2010 20:44,3,72.02999878,-161.0469971,8320,3.104,0.26,-6.8
20992,80435,05/10/2010 21:08,B,72.01000214,-161.048996,8320,3.104,0.26,-6.71
20992,80435,05/11/2010 18:26,3,71.98799896,-161.2460022,8320,3.04,0.26,-10.39
20992,80435,05/11/2010 18:50,3,71.98600006,-161.246994,8576,3.056,0.26,-10.21
20992,80435,05/11/2010 20:03,3,71.98400116,-161.2599945,8576,3.072,0.264,-9.38
20992,80435,05/11/2010 20:15,3,71.98400116,-161.2599945,8576,3.072,0.264,-9.29
20992,80435,05/11/2010 21:04,3,71.98300171,-161.2640076,8576,3.088,0.264,-8.66
20992,80435,05/12/2010 18:45,3,71.95600128,-161.4989929,8576,3.056,0.264,-10.11
20992,80435,05/12/2010 19:10,3,71.95500183,-161.503006,8576,3.056,0.264,-9.93
20992,80435,05/12/2010 19:58,3,71.95500183,-161.5180054,8832,3.072,0.264,-9.38
20992,80435,05/12/2010 20:23,3,71.95400238,-161.526001,8832,3.072,0.264,-9.02
20992,80435,5/13/2010 18:04,2,71.9469986,-161.6410065,8832,3.088,0.268,-8.84
20992,80435,5/13/2010 18:17,3,71.9489975,-161.6410065,8832,3.056,0.264,-8.75
20992,80435,5/13/2010 18:29,3,71.9489975,-161.6380005,8832,3.056,0.26,-8.66
20992,80435,5/13/2010 19:17,3,71.9469986,-161.6340027,8832,3.088,0.264,-8.03
20992,80435,5/13/2010 19:42,2,71.9489975,-161.6450043,8832,3.088,0.264,-7.77
20992,80435,5/13/2010 20:42,3,71.94799805,-161.6369934,9088,3.104,0.264,-6.89
20992,80435,5/13/2010 20:54,3,71.94599915,-161.6390076,9088,3.104,0.264,-6.71
20992,80435,5/14/2010 18:48,3,71.94499969,-161.651001,9088,3.088,0.256,-6.45
20992,80435,5/14/2010 19:13,3,71.94499969,-161.6499939,9088,3.104,0.26,-6.36
20992,80435,5/14/2010 19:37,3,71.94400024,-161.6529999,9088,3.104,0.26,-6.1
20992,80435,5/14/2010 19:37,1,71.94300079,-161.647995,9088,3.104,0.26,-6.1
20992,80435,5/14/2010 20:01,3,71.94499969,-161.6549988,9088,3.104,0.26,-6.02
20992,80435,5/14/2010 20:25,3,71.94400024,-161.6519928,10112,3.12,0.26,-5.76
20992,80435,5/14/2010 20:50,3,71.94400024,-161.6529999,9088,3.12,0.256,-5.59
20992,80435,5/15/2010 20:21,3,71.94999695,-161.6909943,9344,3.12,0.252,-4.4
20992,80435,5/15/2010 20:33,3,71.94999695,-161.6920013,9344,3.12,0.252,-4.31
20992,80435,5/15/2010 20:57,3,71.9509964,-161.6959992,9344,3.136,0.252,-4.14
20992,80435,5/16/2010 18:03,0,71.9489975,-161.7700043,9344,3.136,0.256,-4.65
20992,80435,5/16/2010 18:27,3,71.95899963,-161.7660065,9344,3.104,0.252,-4.48
20992,80435,5/16/2010 18:51,3,71.95899963,-161.7689972,9344,3.104,0.252,-4.4
20992,80435,5/16/2010 19:03,2,71.96099854,-161.776001,9600,3.12,0.252,-4.31
20992,80435,5/16/2010 19:40,3,71.96099854,-161.7720032,9600,3.12,0.252,-4.06
20992,80435,5/16/2010 20:16,3,71.95999908,-161.7740021,9600,3.12,0.252,-3.89
20992,80435,5/16/2010 20:28,3,71.95999908,-161.7709961,9600,3.136,0.252,-3.81
20992,80435,5/16/2010 20:53,3,71.95999908,-161.772995,9600,3.136,0.252,-3.72
20992,80435,5/17/2010 18:10,2,71.96600342,-161.7859955,9600,3.12,0.244,-4.65
20992,80435,5/17/2010 18:22,3,71.96499634,-161.7819977,9600,3.104,0.24,-4.57
20992,80435,5/17/2010 18:59,3,71.96399689,-161.7830048,9600,3.12,0.244,-4.31
20992,80435,5/17/2010 19:23,3,71.96399689,-161.7859955,9600,3.12,0.24,-4.06
20992,80435,5/17/2010 19:35,3,71.96399689,-161.7810059,9600,3.12,0.244,-3.98
20992,80435,5/17/2010 19:59,3,71.96499634,-161.7830048,9856,3.136,0.244,-3.72
,,,,,,,,,
21225,80445,12/09/2009 02:27,,,,128,3.248,0.284,19.51
21225,80445,12/09/2009 02:36,,,,128,3.248,0.284,19.33
21225,80445,12/09/2009 02:50,3,47.67699814,-122.1340027,128,3.248,0.284,19.06
21225,80445,12/09/2009 02:54,3,47.67699814,-122.1340027,128,3.248,0.284,18.97
21225,80445,12/09/2009 02:56,3,47.67699814,-122.1340027,128,3.248,0.284,18.88
21225,80445,12/09/2009 04:04,,,,128,3.248,0.284,17.63
21225,80445,12/09/2009 04:07,,,,128,3.248,0.284,17.55
21225,80445,12/09/2009 04:09,3,47.67699814,-122.1369934,128,3.248,0.284,17.55
21225,80445,12/09/2009 04:13,3,47.67699814,-122.1369934,128,3.248,0.284,17.46
21225,80445,12/09/2009 04:16,3,47.67699814,-122.1369934,128,3.248,0.284,17.37
21225,80445,12/09/2009 04:17,3,47.67699814,-122.1369934,128,3.232,0.284,17.37
21225,80445,12/09/2009 05:42,3,47.67900085,-122.1360016,128,3.232,0.28,16.06
21225,80445,12/09/2009 05:45,3,47.67900085,-122.1360016,128,3.232,0.28,15.98
21225,80445,12/09/2009 05:49,3,47.67699814,-122.1340027,128,3.232,0.28,16.15
21225,80445,12/09/2009 05:56,3,47.67699814,-122.1340027,128,3.232,0.28,16.24
21225,80445,4/21/2010 18:52,2,70.12200165,-143.5829926,384,3.248,0.22,-0.5
21225,80445,4/21/2010 19:04,2,70.12200165,-143.6009979,384,3.248,0.22,-1.16
21225,80445,4/21/2010 19:29,2,70.12599945,-143.6190033,384,3.248,0.216,-0.83
21225,80445,08/09/2010 18:23,3,70.20200348,-148.4459992,640,3.04,0.576,5.77
21225,80445,08/09/2010 19:01,3,70.2009964,-148.4519959,640,3.024,0.604,7.54
21225,80445,08/09/2010 19:13,3,70.2009964,-148.4519959,640,3.04,0.608,7.86
21225,80445,08/09/2010 20:04,2,70.20300293,-148.4700012,640,2.992,0.576,6.74
21225,80445,08/09/2010 20:54,2,70.19999695,-148.4559937,640,2.992,0.624,7.86
21225,80445,3/20/2011 19:03,1,71.26699829,-156.7949982,640,2.88,0.188,-0.34
21225,80445,3/20/2011 19:41,1,71.28900146,-156.7420044,896,2.88,0.188,1.04
21225,80445,3/20/2011 20:06,,,,896,2.864,0.188,0.55
21225,80445,3/20/2011 20:18,3,71.28199768,-156.7680054,896,2.848,0.188,-1.16
21225,80445,3/20/2011 20:44,3,71.28900146,-156.7689972,896,2.832,0.184,-1.65
21225,80445,3/20/2011 21:21,2,71.28600311,-156.7649994,896,2.88,0.188,2.33
